,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
588642518,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.94,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.81,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.43,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.95,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.9,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.74,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.91,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.88,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.89,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.07,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.05,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.37,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Ethics and Equity,Apply ethical reasoning to professional dilemmas,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.39,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.8,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Ethics and Equity,"Display honesty, trustworthiness, and academic integrity",,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Ethics and Equity,"Demonstrate the desire to improve society, including appreciating the roles of sustainable design and occupational health and safety",,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
